新闻标题,发布时间,新闻链接
从“四轮”跨到“双足”，比亚迪等车企集体涌进人形机器人赛道,2026-06-07 14:53,https://t.cj.sina.cn/articles/view/1739961924/67b5b64400101hmf2
从深汕到广清、广梅：看一块“飞地”如何搅动广东经济版图,2026-06-07 14:53,https://finance.sina.com.cn/roll/2026-06-05/doc-iniakfhk2711613.shtml
比亚迪宋Ultra DM-i上市：12.99万元起，310公里纯电续航首次进入主流插混SUV市场,2026-06-07 14:53,https://finance.sina.com.cn/roll/2026-06-05/doc-iniaiyys8466928.shtml
每周回顾 全球石油库存今夏或降至“临界水平”,2026-06-07 14:53,https://cj.sina.cn/articles/view/7537330838/1c1428a9600101agja
车企“第二增长曲线”来了？比亚迪等入局机器人赛道,2026-06-07 14:53,https://finance.sina.com.cn/jjxw/2026-06-05/doc-iniaiyys8451094.shtml
比亚迪欧洲市场表现亮眼，1-4月销量翻倍式增长，恒生科技ETF华夏(513180)全天成交额超30亿元,2026-06-07 14:53,https://cj.sina.cn/articles/view/5570287027/14c03d5b302001n2l8
汽车视点 | 5月车市“放榜”：新能源渗透率破63%创新高，出口扛起增量“大旗”,2026-06-07 14:53,https://finance.sina.com.cn/jjxw/2026-06-05/doc-iniaiusr9673536.shtml
二十四年深耕 比亚迪重磅发布中国首款4nm制程智驾芯片,2026-06-07 14:53,https://t.cj.sina.cn/articles/view/6070830093/169d9840d027019s8a
销量实现翻倍增长 比亚迪2026年1-4月欧洲市场销量突破12万辆,2026-06-07 14:53,https://finance.sina.com.cn/tech/2026-06-05/doc-iniaiusr9661793.shtml
中熔电气：公司是比亚迪高压熔断器的重要供应商,2026-06-07 14:53,https://finance.sina.com.cn/jjxw/2026-06-05/doc-iniaiust1763763.shtml
从智驾芯片到亿级车企：AI应用层正进入迈富时制造智能化下半场,2026-06-07 14:53,https://t.cj.sina.cn/articles/view/7869353232/1d50ccd1000101sp1c
智电汽车标准进入提速落地期 涉固态电池、人工智能等领域,2026-06-07 14:53,https://finance.sina.com.cn/stock/t/2026-06-05/doc-iniaiusr9618274.shtml
雪佛兰在中国，已经被母公司从财报里抹掉了,2026-06-07 14:53,https://finance.sina.com.cn/roll/2026-06-05/doc-iniaiust1723649.shtml
比亚迪财险落地冀苏浙三地 获批执行全国统一交强险费率,2026-06-05 13:51,https://finance.sina.com.cn/jryx/insurance/2026-06-05/doc-iniaiusr9614259.shtml
比亚迪与中石化战略合作短评：油电融合，重塑新能源出行新格局,2026-06-05 13:51,https://t.cj.sina.cn/articles/view/2030311103/790416bf00101eqts
比亚迪证实正推进人形机器人项目“尧舜禹”,2026-06-05 13:51,https://cj.sina.cn/articles/view/1644983660/620c756c02001si0k
比亚迪官宣入局人形机器人，规模最大的机器人ETF华夏(562500)大涨近4%，成交额超12亿,2026-06-05 13:51,https://cj.sina.cn/articles/view/5115326071/130e5ae7702002w8iq
车企跨界布局人形机器人，机器人ETF易方达涨4.07%,2026-06-05 13:51,https://finance.sina.com.cn/jjxw/2026-06-05/doc-iniaiqkv1837454.shtml
谁会是中国内地第一个冲破万亿美金估值的公司呢?,2026-06-05 13:51,https://k.sina.cn/article_7879996919_1d5af35f702001zjuk.html
车企跨界布局人形机器人，机器人ETF易方达涨1.36%,2026-06-05 13:51,https://finance.sina.com.cn/jjxw/2026-06-05/doc-iniaiqkw8580853.shtml
比亚迪推出4nm芯片，两家智驾公司市值5天缩水80亿,2026-06-05 13:51,https://cj.sina.cn/articles/view/1872005590/6f9489d604001gbe2
自主五强5月销量盘点,2026-06-05 13:51,https://finance.sina.com.cn/stock/t/2026-06-05/doc-iniaiqks2902766.shtml
山东省委书记林武会见比亚迪董事长王传福,2026-06-05 13:51,https://cj.sina.cn/articles/view/1644983660/620c756c02001shww
山东省委书记林武会见王传福,2026-06-05 13:51,https://finance.sina.com.cn/7x24/2026-06-05/doc-iniaikav9773553.shtml
中国成澳大利亚最大乘用车来源国 比亚迪电动汽车热卖,2026-06-05 13:51,https://finance.sina.com.cn/7x24/2026-06-05/doc-iniaikax1857150.shtml
比亚迪保险在河北等地区机动车交通事故责任强制保险条款和费率获批,2026-06-05 13:51,https://finance.sina.com.cn/jjxw/2026-06-05/doc-iniaikax1845490.shtml
仰望：以技术安全为底牌，重写豪华规则,2026-06-05 13:51,https://finance.sina.com.cn/wm/2026-06-05/doc-iniaikau2931185.shtml
造车+ “造人”！车企强势入局机器人赛道,2026-06-05 13:51,https://t.cj.sina.cn/articles/view/2868676035/aafc85c302001qxy8
比亚迪(002594)：海外销量创月度新高 国内销量边际改善,2026-06-05 13:51,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833942233774/index.phtml
证券日报：比亚迪正在开发人形机器人,2026-06-05 13:51,https://finance.sina.com.cn/7x24/2026-06-05/doc-iniaicux9798498.shtml
下半年车市多重逻辑看好丨经彩,2026-06-05 13:51,https://finance.sina.com.cn/jjxw/2026-06-05/doc-iniaicuw3021806.shtml
四大证券报头版头条内容精华摘要_2026年6月5日_财经新闻,2026-06-05 13:51,https://finance.sina.com.cn/stock/y/2026-06-05/doc-iniaicux9794236.shtml
比亚迪官宣自研人形机器人：“尧舜禹”计划曝光,2026-06-05 13:51,https://finance.sina.com.cn/stock/t/2026-06-05/doc-iniaicuw3013606.shtml
比亚迪和奇瑞海外市场增长率高达80%,2026-06-05 13:51,https://finance.sina.com.cn/stock/t/2026-06-05/doc-iniaicuw3013804.shtml
比亚迪入局民间青训，跨界绑定足球小将IP,2026-06-05 13:51,https://k.sina.cn/article_7879996919_1d5af35f702001zim6.html
比亚迪获得实用新型专利授权：“电池装置及用电设备”,2026-06-05 13:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002b7hc
比亚迪获得外观设计专利授权：“主机”,2026-06-05 13:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002b7i4
比亚迪获得实用新型专利授权：“电池组、电池装置和用电设备”,2026-06-05 13:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002b7iy
比亚迪获得实用新型专利授权：“一种调温装置及储能装置”,2026-06-05 13:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002b7js
比亚迪获得外观设计专利授权：“置物架”,2026-06-05 13:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002b7me
比亚迪宣布入局人形机器人赛道,2026-06-05 13:51,https://t.cj.sina.cn/articles/view/7517400647/1c0126e4705908mir6
中石化需要感激比亚迪，一万座加油站不用拆，变身闪充站！,2026-06-05 13:51,https://k.sina.cn/article_7879996919_1d5af35f702001zi9w.html
比亚迪抛出4nm芯片，两家智驾芯片公司5天蒸发80亿市值,2026-06-05 13:51,https://finance.sina.com.cn/wm/2026-06-04/doc-iniahhrn9150024.shtml
比亚迪官宣自研人形机器人！“尧舜禹”计划曝光：已秘密研发了4年,2026-06-05 13:51,https://t.cj.sina.cn/articles/view/5061312402/12dad7f9202002k1um
璇玑A3，加速国内车企“去英伟达”进程,2026-06-05 13:51,https://k.sina.cn/article_7879996653_1d5af34ed02001h5q6.html
天海电子：公司为比亚迪公司提供部分汽车电子产品、汽车线束、连接器及相关紧固件产品,2026-06-05 13:51,https://cj.sina.cn/articles/view/2311077472/89c03e6002002km8q
为什么说比亚迪的“智驾兜底”，赛力斯最应该跟进？,2026-06-05 13:51,https://cj.sina.cn/articles/view/7345866478/1b5d906ee00101aqgu
油站闪充共建新生态，比亚迪与中国石化深化战略合,2026-06-05 13:51,https://t.cj.sina.cn/articles/view/6290642101/176f394b502701ej8q
比亚迪自研人形机器人：团队超4000人、年内部署2万台！,2026-06-05 13:51,https://finance.sina.com.cn/stock/relnews/cn/2026-06-04/doc-iniahaip2467782.shtml
明日主题前瞻一季度存储器价格全面上涨，各类产品季增幅度将创历史新高,2026-06-05 13:51,https://t.cj.sina.cn/articles/view/2868676035/aafc85c302001qxq2
比亚迪与中国石化签约合作，加油站将变闪充站,2026-06-05 13:51,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001leza
腾势汽车李慧谈比亚迪与中国石化合作：以后各位看到的加油站，可能同时也是闪充站,2026-06-05 13:51,https://finance.sina.com.cn/tech/digi/2026-06-04/doc-iniahaip2448305.shtml
比亚迪保养费用上涨、最高涨65元，涉王朝、海洋、腾势、方程豹车型,2026-06-04 18:46,https://cj.sina.cn/articles/view/2587691232/9a3d08e002001q36u
比亚迪首次官宣：入局人形机器人,2026-06-04 18:46,https://finance.sina.com.cn/roll/2026-06-04/doc-iniafvzs9333186.shtml
5月销量超38万辆 比亚迪连续60个月稳居新能源销冠,2026-06-04 18:46,https://cj.sina.cn/articles/view/1638782947/61add7e301901jely
比亚迪股份(01211.HK)2025年度可持续发展报告解读,2026-06-04 18:46,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002b6m8
比亚迪城市领航兜底落地见效，三日日活大涨 50%,2026-06-04 18:46,https://t.cj.sina.cn/articles/view/6775302688/193d6ea2002002yzq2
中国厂商占日本自动驾驶巴士实证测试车辆半壁江山，比亚迪36.4%,2026-06-04 18:46,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lew8
量产前夕，国内外巨头齐聚人形机器人赛道，布局机器人ETF景顺(159559)及联接基金分享产业爆发红利,2026-06-04 18:46,https://cj.sina.cn/articles/view/5570287027/14c03d5b302001n1mc
"比亚迪正式官宣入局人形机器人：代号""尧舜禹""",2026-06-04 18:46,https://finance.sina.com.cn/chanjing/gsnews/2026-06-04/doc-iniafrtt2611221.shtml
承诺智驾安全“双兜底”、无上限赔付，比亚迪的底气从何而来？,2026-06-04 18:46,https://finance.sina.com.cn/stock/t/2026-06-04/doc-iniafvzr2541363.shtml
大项目！比亚迪确认“造人”计划,2026-06-04 18:46,https://finance.sina.com.cn/wm/2026-06-04/doc-iniafrtu9390902.shtml
中国石化与比亚迪重磅签约，长华化学拟建5万吨/年高活性POP（聚合物多元醇），巴斯夫涂料任命Steve Arndt 为高级副总裁……,2026-06-04 18:46,https://finance.sina.com.cn/roll/2026-06-04/doc-iniafrtt2598239.shtml
比亚迪(002594)系列点评四十四：5月销量同比转正 海外销量再创新高,2026-06-04 18:46,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833889364400/index.phtml
宇通护航世界杯 中通/比亚迪和TA斩超级大单 5月客车市场升温！,2026-06-04 18:46,https://finance.sina.com.cn/stock/relnews/cn/2026-06-04/doc-iniafmms3742220.shtml
看好公司长期发展 开源证券维持比亚迪“买入”评级,2026-06-04 18:46,https://finance.sina.com.cn/stock/relnews/cn/2026-06-04/doc-iniafmmw9482297.shtml
比亚迪宣布，入局人形机器人，机器人最理想的试验田,2026-06-04 18:46,https://k.sina.cn/article_7880068201_1d5b04c69020021kls.html
研报掘金丨开源证券：维持比亚迪“买入”评级，看好公司长期发展,2026-06-04 18:46,https://cj.sina.cn/articles/view/5115326071/130e5ae7702002w750
不拼算力的比亚迪璇玑A3 靠规模化争先,2026-06-04 18:46,https://t.cj.sina.cn/articles/view/1198183614/476ad4be02701ej6q
半导体板块逆市走强，港股通科技ETF华夏(159101)、港股通互联网ETF华夏(520910)交投活跃,2026-06-04 18:46,https://cj.sina.cn/articles/view/6192937794/17120bb4202002qfac
比亚迪免费、无上限兜底智驾高阶功能风险：真保障还是真营销？,2026-06-04 18:46,https://cj.sina.cn/articles/view/5884858542/15ec3d0ae02701clry
比亚迪入局+宇树过会双重利好提振产业，机器人ETF易方达（159530）盘中获超4000万份净申购,2026-06-04 18:46,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002b5ny
车企跨界布局人形机器人：比亚迪的机器人已迭代到第七代,2026-06-04 18:46,https://k.sina.cn/article_7879996919_1d5af35f702001zgyc.html
比亚迪与中国石化合作，以后加油站不仅能加油，还能充电,2026-06-04 18:46,https://cj.sina.cn/articles/view/6033314970/1679d149a02001xhbc
4月全球畅销电动汽车TOP20出炉：特斯拉Model Y据榜首，比亚迪8款车型在列,2026-06-04 18:46,https://finance.sina.com.cn/jjxw/2026-06-04/doc-iniaffcx2796829.shtml
比亚迪官宣自研人形机器人：代号尧舜禹 成熟后4S店开卖,2026-06-04 18:46,https://k.sina.cn/article_7880068201_1d5b04c69020021klu.html
比亚迪披露人形机器人战略，未来将依托4S门店全渠道开售,2026-06-04 18:46,https://finance.sina.com.cn/stock/t/2026-06-04/doc-iniaffcw0572078.shtml
比亚迪与中国石化战略合作签约 共建智慧能源生态,2026-06-04 18:46,https://finance.sina.com.cn/jjxw/2026-06-04/doc-iniaffcu3788294.shtml
中石化需要感谢比亚迪，上万座加油站不用拆，直接变身闪充站！,2026-06-04 18:46,https://k.sina.cn/article_7880068201_1d5b04c69020021m02.html
两大主机厂接连牵手中石化 新能源渗透率站上60%关口后市场竞争逻辑或重构,2026-06-04 18:46,https://finance.sina.com.cn/jjxw/2026-06-04/doc-iniaffcw0558160.shtml
比亚迪加码人形机器人催化行情，机器人ETF易方达（159530）连续获资金加仓,2026-06-04 18:46,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002b5ho
比亚迪自研人形机器人2026年部署2万台,2026-06-04 18:46,https://t.cj.sina.cn/articles/view/1649608047/6253056f04002y84k
长安、小米、极氪密集调整，车企集体「不装了」,2026-06-04 18:46,https://finance.sina.com.cn/stock/t/2026-06-04/doc-iniaffcu3771031.shtml
机器人板块上涨，机器人ETF涨超1%,2026-06-04 18:46,https://finance.sina.com.cn/stock/bxjj/2026-06-04/doc-iniaffcw0541911.shtml
比亚迪腾势在泸州成立新汽车销售公司,2026-06-04 18:46,https://finance.sina.com.cn/jjxw/2026-06-04/doc-iniaffcx2752444.shtml
比亚迪入局人形机器人赛道，机器人ETF银华（562360）等多只机器人ETF涨超1%,2026-06-04 18:46,https://finance.sina.com.cn/roll/2026-06-04/doc-iniaffcw0569540.shtml
存储芯片一年涨近十倍，10余家车企跟着提价,2026-06-04 18:46,https://finance.sina.com.cn/wm/2026-06-04/doc-iniaeyvw3849067.shtml
瞄准中国车企订单！三星盯上比亚迪芯片代工,2026-06-04 18:46,https://finance.sina.com.cn/stock/t/2026-06-04/doc-iniaeyvw3850674.shtml
比亚迪入局人形机器人，新能源车ETF平安(515700)日均成交7856.67万元,2026-06-04 18:46,https://cj.sina.cn/articles/view/5570287027/14c03d5b302001n1c6
联想跌超5%！蔚来、比亚迪、百度、阿里、腾讯下跌,2026-06-04 18:46,https://finance.sina.com.cn/wm/2026-06-04/doc-iniaeyvy0586084.shtml
人形机器人催化不断 比亚迪加入量产布局 这15股今年业绩倍增可期,2026-06-04 18:46,https://finance.sina.com.cn/roll/2026-06-04/doc-iniaeywa9638870.shtml
前瞻全球产业早报：DeepSeek计划在首轮融资中募资约70亿美元,2026-06-04 18:46,https://finance.sina.com.cn/roll/2026-06-04/doc-iniaeywa9638716.shtml
首次超越日本，中国电车终结日系车在澳28年统治,2026-06-04 08:52,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lek2
财联社汽车早报6月4日,2026-06-04 08:52,https://cj.sina.cn/articles/view/2868676035/aafc85c302001qx8o
汽车早报｜比亚迪入局人形机器人 奇瑞集团辟谣高管与经销商肢体冲突,2026-06-04 08:52,https://cj.sina.cn/articles/view/5182171545/134e1a99902002fiza
小K播早报|国内光纤光缆订单排至2027年 豆包计划推出专业版,2026-06-04 08:52,https://t.cj.sina.cn/articles/view/2868676035/aafc85c302001qx82
比亚迪(002594)：城市NOA平权开启 重磅技术组合发布 升级提速,2026-06-04 08:52,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833856339415/index.phtml
项目牵引+产城并进，深汕加速打造东部“战略引擎”,2026-06-04 08:52,https://finance.sina.com.cn/roll/2026-06-04/doc-iniaeyvy0481992.shtml
通道扩容供应链模式升级 多式联运成国产整车出口增量引擎,2026-06-04 08:52,https://cj.sina.cn/articles/view/6248544856/174713a58020038zg2
早新闻｜301232重要收购，扩展商业航天领域布局,2026-06-04 08:52,https://cj.sina.cn/articles/view/5574738445/14c47c20d01901gawe
中信建投：模拟IC大厂集中开启新一轮涨价,2026-06-04 08:52,https://finance.sina.com.cn/stock/hyyj/2026-06-04/doc-iniaeupy3800643.shtml
中石化、比亚迪，重磅签约！,2026-06-04 08:52,https://finance.sina.com.cn/stock/relnews/cn/2026-06-04/doc-iniaeuqa0577702.shtml
石化牵手比亚迪，油气站点蝶变新型补能枢纽，油站闪充共建新生态,2026-06-04 08:52,https://t.cj.sina.cn/articles/view/5865702404/15d9f840400101i49o
比亚迪与中国石化深化战略合作 共建智慧能源生态,2026-06-04 08:52,https://auto.sina.com.cn/news/2026-06-03/detail-iniaecsk0700425.shtml
海外销量增长80.7%，5月销量超38万辆，比亚迪连续60个月一直领跑,2026-06-04 08:52,https://t.cj.sina.cn/articles/view/1114468830/426d71de02701hc46
中国石化、比亚迪合作了！,2026-06-04 08:52,https://finance.sina.com.cn/wm/2026-06-03/doc-iniacxkn0817967.shtml
英国外交大臣访问深圳，是英政府“经济外交”下的务实选择,2026-06-04 08:52,https://finance.sina.com.cn/jjxw/2026-06-03/doc-iniacxkn0779296.shtml
中国石化与深圳比亚迪签署重磅合作协议,2026-06-04 08:52,https://finance.sina.com.cn/jjxw/2026-06-03/doc-iniacxki0696462.shtml
重估比亚迪，从智驾开始,2026-06-04 08:52,https://finance.sina.com.cn/stock/t/2026-06-03/doc-iniacxki0696318.shtml
天山电子：液晶显示产品VA+TFT组合屏、TFT模组等产品已配套在比亚迪、东风、长安等知名车企的乘用车和商用车等多款车型,2026-06-04 08:52,https://cj.sina.cn/articles/view/2311077472/89c03e6002002kky6
比亚迪储能签约甘肃5GWh订单：储能系统集采再下一城,2026-06-04 08:52,https://cj.sina.cn/articles/view/1913957822/7214adbe00101hj0y
【华创汽车】比亚迪：出口销量创新高，技术引领夯实内销,2026-06-04 08:52,https://finance.sina.com.cn/stock/relnews/hk/2026-06-03/doc-iniacxkh2222038.shtml
中国石化与比亚迪签订战略合作协议,2026-06-04 08:52,https://finance.sina.com.cn/roll/2026-06-03/doc-iniactam0808568.shtml
比亚迪执行副总裁李柯：正在开发人形机器人，可在家庭和门店落地,2026-06-04 08:52,https://finance.sina.com.cn/tob/2026-06-03/doc-iniactak2338427.shtml
比亚迪宣布研发人形机器人，将利用汽车AI能力与经销网络,2026-06-04 08:52,https://t.cj.sina.cn/articles/view/1642088277/61e04755040021ki6
比亚迪入局人形机器人：若认为能走向家庭，就通过经销商网络开卖,2026-06-04 08:52,https://finance.sina.com.cn/stock/t/2026-06-03/doc-iniactak2334035.shtml
比亚迪研发人形机器人，未来或通过经销商销售,2026-06-04 08:52,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001led0
比亚迪扎根韩国市场破纪录，中国汽车完成从引进来到出海领跑逆袭,2026-06-04 08:52,https://finance.sina.com.cn/stock/relnews/cn/2026-06-03/doc-iniactak2330139.shtml
比亚迪宣布研发人形机器人，拟通过经销商网络销售,2026-06-04 08:52,https://t.cj.sina.cn/articles/view/1887344341/707e96d504001rm8s
比亚迪(002594)：5月海外销量首破16万辆 国内销量环比增长19.8%,2026-06-04 08:52,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833819836485/index.phtml
比亚迪，入局人形机器人,2026-06-04 08:52,https://finance.sina.com.cn/jjxw/2026-06-03/doc-iniactan4078522.shtml
深汕加速度：一座飞地新城的产业进化论,2026-06-04 08:52,https://finance.sina.com.cn/roll/2026-06-03/doc-iniactam0777447.shtml
开源证券：给予比亚迪买入评级,2026-06-04 08:52,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002b4di
比亚迪与中国石化深化战略合作,2026-06-04 08:52,https://finance.sina.com.cn/jjxw/2026-06-03/doc-iniactam0771373.shtml
"刚刚！中国石化与比亚迪签约，共建""万站聚能加油闪充""生态",2026-06-04 08:52,https://finance.sina.com.cn/wm/2026-06-03/doc-iniactaq0849373.shtml
2026年前四月全球动力电池格局：宁德时代与比亚迪联手拿下过半市场,2026-06-04 08:52,https://finance.sina.com.cn/wm/2026-06-03/doc-iniactam0773790.shtml
又一家车规芯片企业入局具身智能，星光L加入大六座SUV战局|一周车闻,2026-06-04 08:52,https://cj.sina.cn/articles/view/1733360754/6750fc7202001foxq
中国自动驾驶追赶美国？经验主义的评价已经过时,2026-06-04 08:52,https://finance.sina.com.cn/roll/2026-06-03/doc-iniacnun2425493.shtml
替换周期缩至3万公里，轮胎行业迎结构性爆发,2026-06-04 08:52,https://finance.sina.com.cn/wm/2026-06-03/doc-iniacnup0887365.shtml
比亚迪：董秘感谢投资者关注与建议，新浪财经免责声明,2026-06-04 08:52,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-03/doc-iniacnun2411754.shtml
比亚迪：璇玑A3芯片生产情况属商业保密，查询公开信息,2026-06-04 08:52,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-03/doc-iniacnup0878115.shtml
投资者提问：你绝对是中国最硬核的技术。关键是营收不行。你们把储能，汽车芯片...,2026-06-04 08:52,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-03/doc-iniacnun2409885.shtml
比亚迪：发布会4nm璇玑A3芯片生产模式属商业保密范畴,2026-06-03 17:21,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-03/doc-iniacnup0869471.shtml
20GWh电池大单！比亚迪/楚能新能源拿下,2026-06-03 17:21,https://finance.sina.com.cn/roll/2026-06-03/doc-iniacnus0943633.shtml
中国石化与比亚迪签署合作框架协议 推动多层次产业和资本合资合作,2026-06-03 17:21,https://cj.sina.cn/articles/view/2868676035/aafc85c302001qwqo
又遭日本针对！东京都提高电动车补贴上限：比亚迪仅为丰田四分之一,2026-06-03 17:21,https://finance.sina.com.cn/roll/2026-06-03/doc-iniacnun2384344.shtml
"比亚迪领衔5月车企海外销量,新能源出口创新高",2026-06-03 17:21,https://t.cj.sina.cn/articles/view/6890756658/19ab89a3204001hfle
运送4809辆新能源车 比亚迪自营船队首航澳洲成功抵港,2026-06-03 17:21,https://finance.sina.com.cn/stock/t/2026-06-03/doc-iniacnun2360436.shtml
电厂 ｜ 汽车销量复苏缓慢：新车密集上市 行业利润率创造新低,2026-06-03 17:21,https://finance.sina.com.cn/jjxw/2026-06-03/doc-iniachnu1021793.shtml
技术实力铸就底气！比亚迪智驾“双兜底”，开启全民城市领航时代,2026-06-03 17:21,https://t.cj.sina.cn/articles/view/3880706795/e74ee2eb00101as1c
比亚迪在武汉成立销售公司,2026-06-03 17:21,https://cj.sina.cn/articles/view/7317133861/1b4229a2502001ge0a
公司产品是否配套特斯拉、比亚迪、问界等汽车产业链？天山电子回应,2026-06-03 17:21,https://finance.sina.com.cn/jjxw/2026-06-03/doc-iniachnr0932076.shtml
承诺智驾安全“双兜底”、无上限赔付，比亚迪的底气从何而来？,2026-06-03 17:21,https://finance.sina.com.cn/stock/relnews/cn/2026-06-03/doc-iniachnq2428631.shtml
4月澳大利亚汽车品牌销量榜：国产亮眼 比亚迪居第二,2026-06-03 17:21,https://finance.sina.com.cn/stock/t/2026-06-03/doc-iniacaet0970143.shtml
瞄准国内车企订单 三星或为比亚迪生产辅助驾驶芯片,2026-06-03 17:21,https://finance.sina.com.cn/stock/relnews/cn/2026-06-03/doc-iniacaet0971912.shtml
车市五月飘红！头部车企销量回暖 乘联分会：新能源将迎“双增长”,2026-06-03 17:21,https://cj.sina.cn/articles/view/2868676035/aafc85c302001qwfk
新能源车市，出现新变量！,2026-06-03 17:21,https://finance.sina.com.cn/wm/2026-06-03/doc-iniaavwv1067186.shtml
5月新能源车市：比亚迪等传统车企销量“霸榜”，零跑汽车成“黑马”,2026-06-03 17:21,https://cj.sina.cn/articles/view/1958132051/74b6b953001024ji8
韩国最新数据：中国首次超过日本,2026-06-03 17:21,https://finance.sina.com.cn/roll/2026-06-03/doc-iniaavwv1044552.shtml
中国储能上市企业高管薪酬排行榜｜独家,2026-06-03 17:21,https://cj.sina.cn/articles/view/7347811015/1b5f6b2c700101bnw6
【券商聚焦】交银国际：5月车市环比回暖 新品周期驱动增长,2026-06-03 17:21,https://finance.sina.com.cn/stock/relnews/hk/2026-06-03/doc-iniaavwu2548513.shtml
头部车企5月销量出炉，比亚迪、零跑领跑新能源与海外市场,2026-06-03 17:21,https://t.cj.sina.cn/articles/view/1646051850/621cc20a04001gpqo
【券商聚焦】华泰证券：城市NOA兜底有望缓解用户对高阶智驾的安全顾虑 带动渗透率进一步提升,2026-06-03 17:21,https://finance.sina.com.cn/stock/relnews/cn/2026-06-03/doc-iniaavwv1000947.shtml
新能源与出口支撑 5月份车市迎结构性回暖,2026-06-03 17:21,https://finance.sina.com.cn/roll/2026-06-03/doc-iniaarqy4351680.shtml
A股盘前市场要闻速递（2026-06-04）,2026-06-03 17:21,https://finance.sina.com.cn/roll/2026-06-03/doc-iniaeyvy0537879.shtml
李师傅：作为00后小伙，为何选择比亚迪T5轻卡？,2026-06-03 17:21,https://finance.sina.com.cn/wm/2026-06-03/doc-iniaavwu2578769.shtml
比亚迪：投资深汕“无比正确”，第二代刀片电池在此生产,2026-06-03 17:21,https://finance.sina.com.cn/roll/2026-06-03/doc-iniaavwy1001770.shtml
财闻早知道| 美三大股指续创收盘新高 黄仁勋称Vera CPU将成为公司主要增长动力,2026-06-03 17:21,https://finance.sina.com.cn/jjxw/2026-06-03/doc-iniaarqy4318195.shtml
20天飙涨123%！A股，又一只翻倍牛股登场！,2026-06-03 17:21,https://finance.sina.com.cn/roll/2026-06-03/doc-iniaarqx1086283.shtml
比亚迪(002594)：出口销量创新高 技术引领夯实内销,2026-06-03 17:21,http://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/833768208125/index.phtml
爆单了！比亚迪再破纪录,2026-06-03 17:21,https://finance.sina.com.cn/roll/2026-06-03/doc-inhzzyte2874640.shtml
比亚迪称5年前投资深汕无比正确，二代刀片电池在此生产,2026-06-03 17:21,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001ldng
比亚迪：5年前投资深汕的决定无比正确，第二代刀片电池在此生产,2026-06-03 17:21,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001ldnc
比亚迪CISO罗小平：网络攻击者已把AI武装到牙齿 唯有AI对抗AI 才能守住工业生产生命线,2026-06-03 17:21,https://finance.sina.com.cn/jjxw/2026-06-02/doc-inhzzumi1443660.shtml
比亚迪超聚变等顶流同框 郑州航空港把“新”字写入未来,2026-06-03 17:21,https://finance.sina.com.cn/jjxw/2026-06-02/doc-inhzzumn1431170.shtml
比亚迪：计划今年底前建成2万座闪充站,2026-06-03 17:21,https://finance.sina.com.cn/jjxw/2026-06-02/doc-inhzzumi1434310.shtml
港股强力反弹，科网股“嗨了”,2026-06-03 17:21,https://finance.sina.com.cn/stock/stockzmt/2026-06-02/doc-inhzzumi1443984.shtml
从工厂到供应链，车企怎样管好“碳”？｜走进比亚迪工厂,2026-06-03 17:21,https://finance.sina.com.cn/roll/2026-06-02/doc-inhzzumk4634719.shtml
车企人形机器人量产竞速：寻找“第二利润”，商业化落地待考,2026-06-03 17:21,https://finance.sina.com.cn/stock/t/2026-06-02/doc-inhzzqcm1525275.shtml
彻底理清！比亚迪、闻泰、安世三者关系：自研不替代，暴雷不脱钩,2026-06-03 17:21,https://k.sina.cn/article_7879996653_1d5af34ed02001h38u.html
零跑、华为引望齐出手 头部车企为何逆势拿地？,2026-06-03 17:21,https://cj.sina.cn/articles/view/2868676035/aafc85c302001qw0e
史上首次！韩国公布数据：中国赶超日本,2026-06-02 20:10,https://finance.sina.com.cn/jjxw/2026-06-02/doc-inhzzqck3045974.shtml
为什么比亚迪敢兜底？真相到底如何,2026-06-02 20:10,https://t.cj.sina.cn/articles/view/1646434045/622296fd00104dqmm
