新闻标题,发布时间,新闻链接
订单爆发！比亚迪第二代刀片电池供不应求,2026-06-12 15:13,https://finance.sina.com.cn/stock/t/2026-06-11/doc-iniazihv0809695.shtml
丰田章男：我非常孤独！王传福：2030年目标全球第一！,2026-06-12 15:13,https://finance.sina.com.cn/stock/t/2026-06-11/doc-iniaziht4028615.shtml
全球第一！比亚迪要定了，5年后1000万辆，王传福给丰田判了死缓,2026-06-11 13:23,https://finance.sina.com.cn/roll/2026-06-11/doc-iniaziht4032169.shtml
比亚迪领跑印尼纯电市场，前四个月销量突破1.7万辆,2026-06-11 13:23,https://finance.sina.com.cn/stock/t/2026-06-11/doc-iniazays5600434.shtml
财中ETF风向标｜人形机器人产业催化，比亚迪入局引关注，汽车零部件ETF易方达(159565)盘中跌1.888%,2026-06-11 13:23,https://finance.sina.com.cn/stock/zqgd/2026-06-11/doc-iniazayx0856569.shtml
比亚迪宣布为辅助驾驶兜底：智能泊车使用率从21%提升至93%,2026-06-11 13:23,https://finance.sina.com.cn/stock/relnews/cn/2026-06-11/doc-iniazayv4057838.shtml
AI大厂抢着给车企“打工”，这波操作图啥？,2026-06-11 13:23,https://k.sina.cn/article_7879996580_1d5af34a402001rrhu.html
美国防部将比亚迪/宁德时代/中创新航/亿纬/天合/晶澳等列入“涉军”清单,2026-06-11 13:23,https://k.sina.cn/article_7879996580_1d5af34a402001rrye.html
比亚迪王传福：目标五年内成全球最大车企,2026-06-11 13:23,https://cj.sina.cn/articles/view/1644983660/620c756c02001skxu
工信部公布享受车船税减免优惠的新能源汽车车型，吉利、比亚迪、赛力斯在列,2026-06-11 13:23,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniaywsz0914230.shtml
解读比亚迪股东大会，王传福的布局与谋局,2026-06-11 13:23,https://finance.sina.com.cn/roll/2026-06-11/doc-iniaywsu5582920.shtml
【华龙汽车】周报：自主车企出口销量维持较高增速,2026-06-11 13:23,https://finance.sina.com.cn/wm/2026-06-11/doc-iniaywsx4111137.shtml
比亚迪：上半场赌电池，下半场赌芯片,2026-06-11 13:23,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniaywsz0839568.shtml
汽车早报｜享界G9等新车申报图公布 通用汽车计划在美开发钠离子电池电芯,2026-06-11 13:23,https://cj.sina.cn/articles/view/5182171545/134e1a99902002fq2o
美将比亚迪列入军工企业名单，比亚迪否认并保留诉讼权,2026-06-11 13:23,https://k.sina.cn/article_7857263936_1d454554006801l8bo.html
1.4万家中企涌入2.5亿人的俄语市场,2026-06-11 13:23,https://finance.sina.com.cn/wm/2026-06-11/doc-iniaywsz0825155.shtml
财闻早知道| 中东局势再度紧张金价跌超4%油价涨超4% 美CPI数据降低美加息预期,2026-06-11 13:23,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniayskz4170509.shtml
【读财报】5月上市车企销量稳增：蔚来、中通客车等销量增速显著加快 吉利、广汽集团出口翻倍,2026-06-11 13:23,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniaysmc0928166.shtml
■车界大事件扫描,2026-06-11 13:23,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniayncc4182884.shtml
18家上市车企一季报账期盘点：超半数车企付款周期延长,2026-06-11 13:23,https://finance.sina.com.cn/jjxw/2026-06-11/doc-iniayfvf4262568.shtml
比亚迪大汉首秀，鸿蒙智行三车连发！工信部这波新车绝了,2026-06-11 13:23,https://finance.sina.com.cn/stock/t/2026-06-10/doc-iniaxvfm4420854.shtml
A股晚间热点 | 美国CPI重回“4字头”符合预期！美联储短期加息预期降温,2026-06-11 13:23,https://finance.sina.com.cn/stock/hkstock/hkstocknews/2026-06-10/doc-iniaxvfm4415858.shtml
王传福放言“5年后做到全球第一”！追赶丰田的1132万辆，比亚迪得跑多快？数据出炉：销量每年需要增长20%,2026-06-11 13:23,https://finance.sina.com.cn/wm/2026-06-10/doc-iniaxvfp1171449.shtml
特朗普突然列清单，拉入188家中企，美国大使：绝不能让中国领先,2026-06-11 13:23,https://k.sina.cn/article_7295052901_1b2d1ac6502002nb88.html
比亚迪：公司不会过度追求营销噱头，而是脚踏实地打磨产品、技术创新,2026-06-11 13:23,https://cj.sina.cn/articles/view/2311077472/89c03e6002002kr2e
比亚迪：公司出海战略目前已形成“拉美领跑、欧洲突破、亚太多点开花”的格局,2026-06-11 13:23,https://cj.sina.cn/articles/view/2311077472/89c03e6002002kqww
比亚迪：近几年人工智能的发展速度远超预期，汽车既是AI的受益者，也是重要参与者,2026-06-11 13:23,https://cj.sina.cn/articles/view/2311077472/89c03e6002002kqs4
比亚迪：2026年公司发布了长续航插混以及闪充插混的产品,2026-06-11 13:23,https://cj.sina.cn/articles/view/2311077472/89c03e6002002kr8e
比亚迪：2020年到2025年公司年销量从40多万辆增长至460万辆,2026-06-11 13:23,https://cj.sina.cn/articles/view/2311077472/89c03e6002002kr3k
公告精选｜比亚迪第二代刀片电池产能供不应求 天齐锂业锂精矿发生局部火情,2026-06-11 13:23,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniaxvfp1161736.shtml
比亚迪李柯称匈牙利工厂Q4投产，欧洲寻第二生产基地,2026-06-11 13:23,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001liwc
比亚迪李柯：匈牙利工厂Q4投产，计划在欧洲找到第二个生产基地,2026-06-11 13:23,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lj3g
天神之眼涨价、黄仁勋预警！AI巨头挤爆存储供应链，车企智驾急踩刹车？,2026-06-11 13:23,https://t.cj.sina.cn/articles/view/5061312402/12dad7f9202002k2sg
比亚迪：6月9日接受机构调研，投资者参与,2026-06-11 13:23,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bh1g
压力拉满！王传福放言“五年后做到全球第一”背后：比亚迪追平丰田每年销量增幅需达约20%,2026-06-11 13:23,https://finance.sina.com.cn/stock/t/2026-06-10/doc-iniaxqxr1237639.shtml
比亚迪方程豹首款轿车方程S/GT申报，双形态Q3上市,2026-06-11 13:23,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001liue
新能源车涨价啦！普涨2000至4000元，原因竟是……,2026-06-11 13:23,https://t.cj.sina.cn/articles/view/1891330474/70bb69aa02701zvf6
比亚迪称闪充发布后订单爆发式增长,2026-06-11 13:23,https://finance.sina.com.cn/roll/2026-06-10/doc-iniaxqxp4424017.shtml
比亚迪闪充登陆英国：计划到明年部署3000座桩，每50公里就有一座,2026-06-11 13:23,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lisq
丰田章男的孤独，新发动机一箱油跑1200公里，但世界倒向中国电车,2026-06-11 13:23,https://t.cj.sina.cn/articles/view/1888089111/7089f417027011bzg
5 分钟充至 70%：比亚迪二代刀片电池供不应求，2026 年汽车销量取决电池产能,2026-06-11 13:23,https://finance.sina.com.cn/stock/relnews/cn/2026-06-10/doc-iniaxkrr4508320.shtml
比亚迪二代刀片电池5分钟充70%，销量取决产能爬升,2026-06-11 13:23,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001lir6
比亚迪：第二代刀片电池产能供不应求,2026-06-10 18:01,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniaxkrq2727738.shtml
比亚迪闪充技术发布后订单爆发，第二代刀片电池产能供不应求,2026-06-10 18:01,https://t.cj.sina.cn/articles/view/1642634100/61e89b7404001o7j0
突发！美国恶意扣上军工帽子！宁德、比亚迪、亿纬等储能巨头被针对,2026-06-10 18:01,https://finance.sina.com.cn/roll/2026-06-10/doc-iniaxkrq2708278.shtml
美国国防部更新限制名单！比亚迪、蔚来、宁德时代等在列,2026-06-10 18:01,https://finance.sina.com.cn/roll/2026-06-10/doc-iniaxkrr4495855.shtml
腾势N9闪充版：重新定义豪华电动SUV的新标杆,2026-06-10 18:01,https://finance.sina.com.cn/roll/2026-06-10/doc-iniaxkrq2696597.shtml
比亚迪蔚来等被美列入“企业清单”！中方回应,2026-06-10 18:01,https://finance.sina.com.cn/roll/2026-06-10/doc-iniaxkrt1260302.shtml
比亚迪：5月出口新能源汽车合计16.06万辆，公司始终将出海业务作为重要发展方向,2026-06-10 18:01,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniaxkrt1259537.shtml
比亚迪：2026年5月出口新能源车160644辆，将加大海外开拓力度,2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-10/doc-iniaxkrr4474730.shtml
宇树联英伟达、比亚迪下场、优必选仿真人预售……人形机器人“GPT时刻”渐近？,2026-06-10 18:01,https://t.cj.sina.cn/articles/view/2010666107/77d8547b02001hi30
比亚迪：投资者询问光伏和储能业务营收占比，董秘让以披露为准,2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-10/doc-iniaxkrt1247362.shtml
比亚迪：各业务有联动互补效应，将聚焦主业提升经营价值,2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-10/doc-iniaxkrn5900407.shtml
1~4月中国海外市场自主品牌销量同比暴涨58%：比亚迪、吉利、奇瑞等份额明显提升,2026-06-10 18:01,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniaxkrt1241627.shtml
比亚迪：投资者建议资本部门沟通扩营销，董秘回应将优化推广,2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-10/doc-iniaxkrt1232461.shtml
中国汽车流通协会：5月汽车经销商综合库存系数为1.63，环比下降13.8%,2026-06-10 18:01,https://finance.sina.com.cn/7x24/2026-06-10/doc-iniaxkrr4449010.shtml
比亚迪：投资者建议加强对外发布文字校审，董秘表示感谢,2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-10/doc-iniaxkrq2658071.shtml
河南造新能源车，如何走向全球？,2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/cn/2026-06-10/doc-iniaxkrt1226120.shtml
比亚迪：感谢投资者对公司旗下品牌车标方面的建议,2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-10/doc-iniaxkrn5871859.shtml
一财主播说| 王传福直面哽咽“被套”股民：保持耐心 一定实现更好回报,2026-06-10 18:01,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniaxkrq2654671.shtml
比亚迪：中国新能源优势助力满足全球消费者美好生活向往,2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/dongmiqa/2026-06-10/doc-iniaxeit4567477.shtml
"\""油电和解\""，中石化+比亚迪联合让加油站可以闪充",2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/cn/2026-06-10/doc-iniaxeit4569083.shtml
马云没想到，自己创办的企业，被美国贴上涉军标签，中方将有动作,2026-06-10 18:01,https://t.cj.sina.cn/articles/view/7879923942/1d5ae18e602001tzoe
比亚迪匈牙利工厂第四季投产 已暂停土耳其建厂项目,2026-06-10 18:01,https://cj.sina.cn/articles/view/1644983660/620c756c02001skhm
比亚迪匈牙利工厂将于今年第四季度投产,2026-06-10 18:01,https://finance.sina.com.cn/stock/relnews/cn/2026-06-10/doc-iniaxeit4559275.shtml
发布ESG报告、参与制定全球汽车标准 比亚迪锚定200年后的绿色承诺,2026-06-10 18:01,https://cj.sina.cn/articles/view/7457378040/1bc7e8ef800101sci6
比亚迪一年200次OTA保持“鲜度”！得软件者将得汽车天下？,2026-06-10 18:01,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniawxzv4581159.shtml
股民哽咽询问比亚迪股价，王传福回应,2026-06-10 18:01,https://cj.sina.cn/articles/view/5182171545/134e1a99902002fp6o
刚刚，6家公司发布重要消息！,2026-06-10 18:01,https://finance.sina.com.cn/roll/2026-06-10/doc-iniawxzs5980378.shtml
比亚迪100辆T75电动轻卡抵达墨西哥 后续将引入V9等车型,2026-06-10 18:01,https://cj.sina.cn/articles/view/1644983660/620c756c02001skba
不只是王传福妻子，她还是比亚迪发展史上的关键人物,2026-06-10 18:01,https://finance.sina.com.cn/stock/t/2026-06-10/doc-iniawttu6054945.shtml
电车涨价，突然「傲娇」,2026-06-10 18:01,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniawttw2800421.shtml
巨丰投顾：具身智能博览会将至！政策密集出台,2026-06-10 18:01,https://cj.sina.cn/articles/view/2619203540/9c1ddfd402701ahi6
史上首次！2026年5月国内汽车零售销量前10已无燃油车型,2026-06-10 18:01,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001lig0
被美列入军工企业清单？阿里、百度、比亚迪、蔚来集体回应：是个错误！,2026-06-10 18:01,https://finance.sina.com.cn/wm/2026-06-10/doc-iniaxkrq2664812.shtml
链动全球智启储能新程----CIBF2026圆满收官，勾勒全球电池产业新图景,2026-06-10 18:01,https://finance.sina.com.cn/roll/2026-06-10/doc-iniawpnc1435951.shtml
财联社汽车早报6月10日,2026-06-10 18:01,https://cj.sina.cn/articles/view/2868676035/aafc85c302001r1bk
汽车早报｜赛豆科技发布汽车品牌AIVA 克莱斯勒在美召回超107万辆Jeep越野车,2026-06-10 18:01,https://cj.sina.cn/articles/view/5182171545/134e1a99902002fovc
大就是好！2030年中大型及以上SUV销量将达436.1万辆,2026-06-10 18:01,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniawpnc1405138.shtml
牛市早报｜5月进出口双双高增，特朗普证实美军打击伊朗,2026-06-10 18:01,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniawpmz4618828.shtml
财闻早知道| 5月汽车销售前十榜单已无燃油车 SpaceX美国IPO已获近四倍超额认购,2026-06-10 18:01,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniawpmz4619712.shtml
千人股东会上，比亚迪直指全球第一目标,2026-06-10 18:01,https://finance.sina.com.cn/roll/2026-06-10/doc-iniawttz1413527.shtml
财经早报：280亿资金逆势布局股票型ETF 全球AI巨头竞速IPO丨2026年6月10日,2026-06-10 07:51,https://finance.sina.com.cn/stock/y/2026-06-10/doc-iniawpmw6002226.shtml
美方乱列涉军清单打压中企，中方强硬回应将采取反制,2026-06-10 07:51,https://k.sina.cn/article_7295511708_1b2d8ac9c02001adww.html
操盘必读：影响股市利好或利空消息_2026年6月10日_财经新闻,2026-06-10 07:51,https://finance.sina.com.cn/stock/cpbd/2026-06-10/doc-iniawiec4716852.shtml
比亚迪千人股东会半数是车主，王传福豪言2030年做到全球第一,2026-06-10 07:51,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniawiec4714299.shtml
【财经早餐】2026.06.10星期三,2026-06-10 07:51,https://cj.sina.cn/articles/view/1402901591/539e945702701nt2i
新能源渗透率创新高，汽车出海强势爆发,2026-06-10 07:51,https://finance.sina.com.cn/jjxw/2026-06-10/doc-iniawawf4758006.shtml
比亚迪获得发明专利授权：“IGBT模块结温预测方法、系统、终端设备及存储介质”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfk6
比亚迪获得发明专利授权：“发动机进气系统的控制方法、装置、介质、设备和车辆”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfha
比亚迪获得发明专利授权：“一种空档位置动态学习方法”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfg0
比亚迪获得发明专利授权：“一种电解液及电池”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfgi
比亚迪获得发明专利授权：“储能装置的接电组件和储能模块、用电设备”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfhg
比亚迪获得发明专利授权：“焊接控制系统及焊接控制方法、装置、电子设备、介质”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfhi
比亚迪获得发明专利授权：“指令下发方法、装置、电子设备及可读存储介质”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfis
比亚迪获得发明专利授权：“碳罐脱附方法、系统、车辆控制器及车辆”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfjc
比亚迪获得发明专利授权：“检测装置、车辆、电池管理器及回路控制方法、系统”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bf9q
比亚迪获得发明专利授权：“一种车载多系统数据交互方法、装置及车辆”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bf9y
比亚迪获得发明专利授权：“气流发生装置、车辆以及控制方法”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfas
比亚迪获得发明专利授权：“EPB控制方法、装置、介质、控制器、车辆及程序产品”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfb0
比亚迪获得发明专利授权：“换热板、电池模组、电池包及用电设备”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfbk
比亚迪获得发明专利授权：“基于UWB的检票数据处理方法、系统及控制器”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfca
比亚迪获得发明专利授权：“优化实例轮廓的方法和电子设备”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfco
比亚迪获得发明专利授权：“推出装置、车载作动总成、车载音响系统及车辆”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfc4
比亚迪获得发明专利授权：“车辆充电座和具有其的车辆”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfcy
比亚迪获得发明专利授权：“一种正极片及其制备方法、电池、电池组以及用电设备”,2026-06-10 07:51,https://cj.sina.cn/articles/view/1850649324/6e4eaaec02002bfek
AI正在重塑行业格局 字节、阿里入局汽车智能化,2026-06-10 07:51,https://finance.sina.com.cn/stock/relnews/cn/2026-06-10/doc-iniavwqi4842780.shtml
比亚迪回应被美列入军工企业名单称不影响经营,2026-06-10 07:51,https://k.sina.cn/article_7095179294_1a6e7d81e06802lzze.html
比亚迪：已为实现更高级别自动驾驶做好准备,2026-06-10 07:51,https://cj.sina.cn/articles/view/2311077472/89c03e6002002kq90
比亚迪、蔚来回应被美列入“中国军工企业”名单,2026-06-10 07:51,https://finance.sina.com.cn/roll/2026-06-09/doc-iniavshp1682915.shtml
比亚迪股东追问股价低迷，王传福回应未反映真实潜力,2026-06-10 07:51,https://k.sina.cn/article_7095179294_1a6e7d81e06802lzty.html
王传福放狠话：五年后做到全球车企规模第一！2030年比亚迪力争产销1000万辆,2026-06-10 07:51,https://finance.sina.com.cn/stock/t/2026-06-09/doc-iniavshm4901345.shtml
乘联分会：1-5月新能源市场份额前三为比亚迪、吉利、长安,2026-06-10 07:51,https://cj.sina.cn/articles/view/1644983660/620c756c02001sk5a
比亚迪、阿里等回应“被美国防部列入中国军工企业名单”：没有正当理由，无任何依据,2026-06-10 07:51,https://finance.sina.com.cn/stock/t/2026-06-09/doc-iniavshm4888594.shtml
2026年1-5月新能源车企零售销量排行榜：比亚迪、吉利、长安位居前三，零跑、理想、小米、蔚来等上榜,2026-06-10 07:51,https://finance.sina.com.cn/roll/2026-06-09/doc-iniavshp1662595.shtml
比亚迪最新公告,2026-06-10 07:51,https://finance.sina.com.cn/stock/zqgd/2026-06-09/doc-iniavshp1657685.shtml
比亚迪王传福放下狠话：5年后做到全球第一,2026-06-10 07:51,https://finance.sina.com.cn/stock/s/2026-06-09/doc-iniavshm4888334.shtml
比亚迪王传福回应股价低估呼吁股东耐心,2026-06-10 07:51,https://k.sina.cn/article_7095179294_1a6e7d81e06802lzrc.html
比亚迪千人股东会上，王传福放下狠话：5年后做到全球第一,2026-06-10 07:51,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavmyr1773578.shtml
比亚迪(002594.SZ)：被列入中国军工企业名单并无正当理由 不影响公司正常开展业务,2026-06-10 07:51,https://finance.sina.com.cn/stock/hkstock/ggscyd/2026-06-09/doc-iniavmyr1770053.shtml
比亚迪举行股东大会，王传福：5年以后，在规模上做到全球第一,2026-06-10 07:51,https://finance.sina.com.cn/stock/t/2026-06-09/doc-iniavmyk6360490.shtml
第二代刀片电池产能正在爬升，比亚迪股东大会定调全年增长节奏,2026-06-10 07:51,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavmyr1757424.shtml
比亚迪百辆T75电动轻卡抵墨，续航200公里适配中短途货运,2026-06-09 21:20,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001li8i
百辆比亚迪T75电动轻卡抵达墨西哥，适配当地中短途货运需求,2026-06-09 21:20,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001li8e
王传福股东大会上展望比亚迪前景：五年以后，比亚迪在规模上，能够做到真正的全球第一,2026-06-09 21:20,https://finance.sina.com.cn/stock/s/2026-06-09/doc-iniavshk3039062.shtml
科创板晚报|佰维存储签订18.61亿美元采购合同 有研硅拟参与收购晶隆半导体60%股权,2026-06-09 21:20,https://cj.sina.cn/articles/view/2868676035/aafc85c302001r12c
百辆比亚迪T75电动轻卡抵达墨西哥，助力当地低碳物流转型,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavmyk6349489.shtml
海外机构：宇树在重走比亚迪和大疆的路,2026-06-09 21:20,https://t.cj.sina.cn/articles/view/5213469505/136bf3b41020015zfy
比亚迪：100辆T75电动轻卡抵达墨西哥，后续将分批引入V9、T35等,2026-06-09 21:20,https://cj.sina.cn/articles/view/5182171545/134e1a99902002foq2
比亚迪困局：股价被“嫌弃”，老王的技术底牌为何没人买单？,2026-06-09 21:20,https://k.sina.cn/article_7879996580_1d5af34a402001rrii.html
公告精选 | 比亚迪回应被列入中国军工企业名单 南新制药因2023年财务造假“戴帽ST”,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavmyp4967891.shtml
比亚迪回应,2026-06-09 21:20,https://finance.sina.com.cn/stock/t/2026-06-09/doc-iniavmyp4973139.shtml
比亚迪：被美国列入所谓中国军工企业名单，不会影响正常展业,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavmyp4968695.shtml
比亚迪发公告回应,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavmyr1747546.shtml
比亚迪回应“被美国列入军工企业名单”：不影响集团正常开展业务,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavmyp4962633.shtml
比亚迪公告,2026-06-09 21:20,https://cj.sina.cn/articles/view/1644114654/61ff32de019025peu
比亚迪副总裁李柯摩纳哥会晤F1高层，商讨参赛计划,2026-06-09 21:20,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001li7e
直击千人股东大会！比亚迪未来在哪里？,2026-06-09 21:20,https://cj.sina.cn/articles/view/1905628462/7195952e01901ofle
比亚迪公告回应被美国国防部列入中国军工企业名单：此举无正当理由 该名单非制裁名单且不影响公司正常业务,2026-06-09 21:20,https://cj.sina.cn/articles/view/2868676035/aafc85c302001r11g
视频|比亚迪股东大会，股民哽咽发言：全仓被套26%，非常伤心,2026-06-09 21:20,https://finance.sina.com.cn/roll/2026-06-09/doc-iniavmyn3091755.shtml
股价未能反映潜力！王传福：2027年将有“惊艳”技术爆发｜比亚迪股东大会,2026-06-09 21:20,https://cj.sina.cn/articles/view/2868676035/aafc85c302001r108
比亚迪集团访问法士特,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavmyr1719089.shtml
王传福预期比亚迪2030年成全球规模第一车企,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavmyp4934304.shtml
比亚迪回应被美国防部列入中国军工企业名单,2026-06-09 21:20,https://finance.sina.com.cn/roll/2026-06-09/doc-iniavmyn3088985.shtml
股民哽咽询问比亚迪业务和股价发展前景，称自己只有比亚迪一只股票，王传福回应,2026-06-09 21:20,https://finance.sina.com.cn/wm/2026-06-09/doc-iniavfsr5058009.shtml
比亚迪回应被美列入军工名单称系错误不影响业务,2026-06-09 21:20,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02804001li6i
比亚迪回应“被美国防部列入中国军工企业名单”：不会影响集团正常开展业务,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavfsq3209081.shtml
比亚迪：美国防部将公司列入中国军工企业名单 不会影响集团正常开展业务,2026-06-09 21:20,https://finance.sina.com.cn/roll/2026-06-09/doc-iniavfsq3210542.shtml
1260H清单：模糊的边界与真实的绞杀,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavfsn6413230.shtml
比亚迪股价被低估？王传福在千人大会上回应,2026-06-09 21:20,https://finance.sina.com.cn/stock/s/2026-06-09/doc-iniavshp1660244.shtml
阿里巴巴、腾讯、比亚迪被美方列入“涉军”名单，外交部正告：敦促美方停止无理打压中企！,2026-06-09 21:20,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniavfst1801379.shtml
王传福给比亚迪股东们打了把气,2026-06-09 21:20,https://finance.sina.com.cn/stock/relnews/cn/2026-06-09/doc-iniavfsr5036332.shtml
王传福回应比亚迪股价被低估,2026-06-09 21:20,https://cj.sina.cn/articles/view/1702925432/658094780190198ys
王传福：比亚迪2030年产销规模目标全球第一,2026-06-09 21:20,https://cj.sina.cn/articles/view/1644983660/620c756c02001sjzs
每天车闻：奇瑞回应与印度塔塔集团合作传闻，赛豆科技公布新品牌名称AIVA,2026-06-09 21:20,https://finance.sina.com.cn/wm/2026-06-09/doc-iniavfsr5008926.shtml
王传福称比亚迪2030年产销规模目标全球第一,2026-06-09 21:20,https://cj.sina.cn/articles/view/1642088277/61e04755040021s9e
王传福：比亚迪潜力尚未完全反映在股价上,2026-06-09 21:20,https://cj.sina.cn/articles/view/1644983660/620c756c02001sjz4
中国车企，开始和特斯拉争夺“机器人下一城”,2026-06-09 21:20,https://finance.sina.com.cn/stock/t/2026-06-09/doc-iniavfsr4994652.shtml
王传福回应比亚迪股价被低估：相信业绩越来越好，望股东保持耐心,2026-06-09 21:20,https://t.cj.sina.cn/articles/view/1826017320/6cd6d02802001li4s
王传福称比亚迪闪充技术将开放共享，年底现金流回归优秀水平,2026-06-09 21:20,https://cj.sina.cn/articles/view/5993531560/1653e08a804001lifu
"美方又下黑手，188家中企被列入""涉军""名单，中国产业链如何破局",2026-06-09 21:20,https://k.sina.cn/article_7295511708_1b2d8ac9c02001ady0.html
2026年5月客车行业企业经营大小事,2026-06-09 21:20,https://finance.sina.com.cn/roll/2026-06-09/doc-iniauzkt5098635.shtml
王传福：比亚迪5年内要做到全球规模第一,2026-06-09 16:55,https://cj.sina.cn/articles/view/1733360754/6750fc7202001fqm4
燃油车销量大幅塌陷，新能源渗透率冲至62.9%,2026-06-09 16:55,https://cj.sina.cn/articles/view/5876375021/15e425ded00101f2b4
王传福回应股价被低估：还没能反映比亚迪潜力，会实现更好的股东回报,2026-06-09 16:55,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniauzkt5080233.shtml
5月电车渗透率飙至62.9%！车越大越好卖，高端SUV成车企新战场,2026-06-09 16:55,https://cj.sina.cn/articles/view/1644119190/61ff449602002kpbe
前5月狭义乘用车厂商零售销售排行榜出炉：比亚迪、吉利、一汽大众位列前三,2026-06-09 16:55,https://finance.sina.com.cn/jjxw/2026-06-09/doc-iniauzkq6439080.shtml
比亚迪财险：三地获批统一交强险费率,2026-06-09 16:55,https://cj.sina.cn/articles/view/1620607681/609882c10010324us
王传福：比亚迪今年海外销量有望超预期,2026-06-09 16:55,https://finance.sina.com.cn/chanjing/gsnews/2026-06-09/doc-iniauzkv1846508.shtml
比亚迪副总李柯：中国电动车渗透率将接近80% 竞争将转向辅助驾驶,2026-06-09 16:55,https://finance.sina.com.cn/stock/relnews/hk/2026-06-09/doc-iniauzkt5071507.shtml
