date,open,high,low,close,volume,pe,pb,sentiment,ma5,ma20,macd_dif,macd_dea,macd_hist,rsi14,golden_cross,death_cross,entry_signal,exit_signal,position,turnover,fee,strategy_ret,benchmark_ret,strategy_nav,benchmark_nav,period
2021-12-03,99.43,100.34,96.79,99.4,21032715.0,273.74,10.83,0.5,99.118,98.632,0.8861989333729099,1.0632529160410955,-0.3541079653363712,54.37674861962726,1,0,0,0,0.0,0.0,0.0,-0.0,-0.0060993900609939145,2.68398111436239,6.379974326059049,训练集
2021-12-06,97.49,100.89,97.44,97.73,17880086.0,273.74,10.83,0.5,98.942,98.4175,0.7489774998171725,1.000397832796311,-0.5028406659582769,50.19619663771471,0,0,0,0,0.0,0.0,0.0,-0.0,-0.016800804828973837,2.68398111436239,6.272785622593067,训练集
2021-12-07,99.11,99.22,94.27,95.48,22767860.0,273.74,10.83,0.5,98.302,97.9985,0.4534452940419839,0.8910073250454457,-0.8751240620069234,45.15872312222932,0,0,0,0,0.0,0.0,0.0,-0.0,-0.02302261332241895,2.68398111436239,6.1283697047496775,训练集
2021-12-08,95.87,97.49,95.38,97.42,15438176.0,273.74,10.83,0.5,98.008,97.845,0.3714933345994069,0.787104526956238,-0.8312223847136622,49.83348793016807,0,0,0,0,0.0,0.0,0.0,0.0,0.02031839128613311,2.68398111436239,6.252888318356866,训练集
2021-12-09,97.16,97.37,96.2,97.0,11295711.0,273.74,10.83,0.5,97.406,97.6425,0.2695481431888282,0.6835932502027561,-0.8280902140278557,48.86239848670691,0,1,0,1,0.0,0.0,0.0,-0.0,-0.004311229726955523,2.68398111436239,6.225930680359433,训练集
2021-12-10,95.86,97.82,94.83,97.62,14487273.0,273.74,10.83,0.5,97.05,97.5555,0.2360634702239821,0.5940872942070013,-0.7160476479660385,50.39898011611848,0,0,0,0,0.0,0.0,0.0,0.0,0.006391752577319609,2.68398111436239,6.265725288831834,训练集
2021-12-13,98.13,98.13,96.51,96.64,14294124.0,273.74,10.83,0.5,96.832,97.6115,0.1289622196649276,0.5010622792985866,-0.744200119267318,47.94657646379893,0,0,0,0,0.0,0.0,0.0,-0.0,-0.010038926449498109,2.68398111436239,6.202824133504491,训练集
2021-12-14,95.71,96.21,94.47,95.03,15711128.0,273.74,10.83,0.5,96.742,97.61,-0.0848517198860605,0.3838794794616572,-0.9374623986954356,44.1460276022801,0,0,0,0,0.0,0.0,0.0,-0.0,-0.0166597682119205,2.68398111436239,6.099486521180999,训练集
2021-12-15,95.03,95.71,94.48,95.01,9815036.0,273.74,10.83,0.5,96.26,97.5535,-0.2529982341224581,0.2565039367448342,-1.0190043417345849,44.09926390277803,0,0,0,0,0.0,0.0,0.0,-0.0,-0.00021045985478262974,2.68398111436239,6.098202824133503,训练集
2021-12-16,94.9,95.05,90.36,92.69,27866516.0,273.74,10.83,0.5,95.398,97.4045,-0.5669250104145362,0.0918181473129601,-1.3174863154549927,38.94557684237837,0,0,0,0,0.0,0.0,0.0,-0.0,-0.024418482265024855,2.68398111436239,5.949293966623875,训练集
2021-12-17,91.98,92.59,90.23,90.35,15111815.0,273.74,10.83,0.5,93.944,97.1155,-0.9930850202113106,-0.125162486191894,-1.735845068038833,34.55868911332017,0,0,0,0,0.0,0.0,0.0,-0.0,-0.02524544179523147,2.68398111436239,5.79910141206675,训练集
2021-12-20,90.44,91.16,86.89,87.61,21784503.0,273.74,10.83,0.5,92.138,96.4595,-1.5342293581408342,-0.406975860581682,-2.2545069951183043,30.260427657469705,0,0,0,0,0.0,0.0,0.0,-0.0,-0.030326508024349663,2.68398111436239,5.62323491655969,训练集
2021-12-21,87.61,89.64,87.26,89.46,14965305.0,273.74,10.83,0.5,91.024,95.937,-1.7931403994458464,-0.6842087683545149,-2.2178632621826626,36.04432412928525,0,0,0,0,0.0,0.0,0.0,0.0,0.021116310923410486,2.68398111436239,5.741976893453143,训练集
2021-12-22,90.69,92.36,89.72,90.43,14444230.0,273.74,10.83,0.5,90.108,95.5485,-1.89817736457718,-0.927002487599048,-1.9423497539562635,38.90539604263852,0,0,0,0,0.0,0.0,0.0,0.0,0.010842834786496836,2.68398111436239,5.804236200256738,训练集
2021-12-23,91.34,92.27,89.77,90.68,12302134.0,273.74,10.83,0.5,89.706,95.257,-1.9388966123059677,-1.1293813125404315,-1.6190305995310714,39.654679658084845,0,0,0,0,0.0,0.0,0.0,0.0,0.002764569280106155,2.68398111436239,5.820282413350448,训练集
2021-12-24,91.33,91.33,85.81,87.45,20996881.0,273.74,10.83,0.5,89.126,94.8095,-2.2063672865971142,-1.3447785073517682,-1.723177558490692,33.87424832934127,0,0,0,0,0.0,0.0,0.0,-0.0,-0.03561976179973536,2.68398111436239,5.612965340179716,训练集
2021-12-27,87.12,87.95,86.15,86.48,10718995.0,238.18,9.43,0.5,88.9,94.203,-2.4681592133312336,-1.5694546485476613,-1.7974091295671446,32.349201228323835,0,0,0,0,0.0,0.0,0.0,-0.0,-0.011092052601486602,2.68398111436239,5.550706033376122,训练集
2021-12-28,86.85,87.77,86.22,87.72,11854284.0,238.18,9.43,0.5,88.55199999999999,93.655,-2.546222298797204,-1.76480817859757,-1.5628282403992682,36.29745456120626,0,0,0,0,0.0,0.0,0.0,0.0,0.014338575393154418,2.68398111436239,5.6302952503209225,训练集
2021-12-29,88.14,88.17,85.18,87.12,14160304.0,238.18,9.43,0.5,87.89000000000001,93.0665,-2.626229305372576,-1.9370924039525712,-1.3782738028400088,35.226153455573595,0,0,0,0,0.0,0.0,0.0,-0.0,-0.0068399452804377425,2.68398111436239,5.5917843388960184,训练集
2021-12-30,86.8,88.41,86.15,86.52,11732673.0,238.18,9.43,0.5,87.058,92.392,-2.706847566303466,-2.0910434364227504,-1.2316082597614315,34.140987537676594,0,0,0,0,0.0,0.0,0.0,-0.0,-0.006887052341597921,2.68398111436239,5.553273427471114,训练集
2021-12-31,88.42,88.8,86.47,86.84,11629197.0,238.18,9.43,0.5,86.936,91.764,-2.713635690208818,-2.215561887179964,-0.9961476060577086,35.28600612674653,0,0,0,0,0.0,0.0,0.0,0.0,0.0036985668053630683,2.68398111436239,5.573812580231064,训练集
2022-01-03,88.42,88.8,86.47,86.84,0.0,238.18,9.43,0.5,87.00800000000001,91.2195,-2.6880293976536507,-2.3100553892747016,-0.7559480167578982,35.28600612674653,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.68398111436239,5.573812580231064,训练集
2022-01-04,89.39,90.51,85.9,87.77,24466089.0,241.72,9.57,0.5,87.018,90.834,-2.5631466396955744,-2.3606736393588763,-0.4049460006733962,38.868338359424015,0,0,0,0,0.0,0.0,0.0,0.0,0.010709350529709782,2.68398111436239,5.6335044929396645,训练集
2022-01-05,85.68,86.31,81.53,82.02,30170891.0,241.72,9.57,0.5,85.998,90.064,-2.894783833435582,-2.4674956781742177,-0.8545763105227291,28.40039054301073,0,0,0,0,0.0,0.0,0.0,-0.0,-0.06551213398655575,2.68398111436239,5.264441591784338,训练集
2022-01-06,80.97,82.44,80.29,80.98,17590784.0,241.72,9.57,0.5,84.89,89.263,-3.2045875170389024,-2.6149140459471547,-1.1793469421834957,26.98480835206942,0,0,0,0,0.0,0.0,0.0,-0.0,-0.012679834186783645,2.68398111436239,5.1976893453145045,训练集
2022-01-07,81.55,81.93,79.35,79.84,16193355.0,241.72,9.57,0.5,83.49000000000001,88.374,-3.5017318558501813,-2.79227760792776,-1.4189084958448426,25.485274451977403,0,0,0,0,0.0,0.0,0.0,-0.0,-0.014077550012348783,2.68398111436239,5.124518613607187,训练集
2022-01-10,79.35,80.8,77.42,79.77,16214182.0,241.72,9.57,0.5,82.076,87.5305,-3.700215518954735,-2.973865190133155,-1.4527006576431605,25.391968105108617,0,0,0,0,0.0,0.0,0.0,-0.0,-0.0008767535070141053,2.68398111436239,5.120025673940948,训练集
2022-01-11,79.76,79.76,77.02,77.44,21244147.0,241.72,9.57,0.5,80.01,86.65100000000001,-3.99942391005996,-3.1789769341185163,-1.6408939518828871,22.446147784103715,0,0,0,0,0.0,0.0,0.0,-0.0,-0.029208975805440573,2.68398111436239,4.970474967907573,训练集
2022-01-12,79.67,82.91,79.13,82.91,32360224.0,228.34,9.04,0.5,80.188,86.046,-3.751915681893848,-3.293564683673583,-0.9167019964405309,40.034571512865206,0,0,0,0,0.0,0.0,0.0,0.0,0.07063533057851235,2.68398111436239,5.321566110397945,训练集
2022-01-13,83.48,83.74,80.52,82.69,21710390.0,228.34,9.04,0.5,80.53,85.546,-3.532791962596832,-3.341410139458233,-0.3827636462771977,39.645137827145874,0,0,0,0,0.0,0.0,0.0,-0.0,-0.002653479676757886,2.68398111436239,5.307445442875481,训练集
2022-01-14,81.23,83.33,80.97,81.99,14954815.0,228.34,9.04,0.5,80.96,85.128,-3.376694553317435,-3.348467022230074,-0.0564550621747219,38.3663204679288,0,0,0,0,0.0,0.0,0.0,-0.0,-0.008465352521465741,2.68398111436239,5.262516046213093,训练集
2022-01-17,81.95,86.63,81.95,86.31,24114466.0,228.34,9.04,0.5,82.268,85.063,-2.8712997790578783,-3.2530335735956357,0.763467589075514,49.24689024997934,0,0,0,0,0.0,0.0,0.0,0.0,0.05268935236004402,2.68398111436239,5.5397946084724,训练集
2022-01-18,86.28,87.11,84.95,86.18,12505443.0,228.34,9.04,0.5,84.01599999999999,84.899,-2.452984217697164,-3.093023702415941,1.2800789694375547,48.96674769108786,0,0,0,0,0.0,0.0,0.0,-0.0,-0.0015061985864904814,2.68398111436239,5.531450577663671,训练集
2022-01-19,86.13,86.76,81.07,81.93,23188180.0,228.34,9.04,0.5,83.82000000000001,84.474,-2.436321208452199,-2.9616832036231933,1.0507239903419885,40.796214363339466,0,0,0,0,0.0,0.0,0.0,-0.0,-0.04931538640055699,2.68398111436239,5.258664955070603,训练集
2022-01-20,81.65,82.17,80.0,81.32,14998647.0,223.94,8.86,0.5,83.546,84.006,-2.4441627686340297,-2.8581791166253607,0.828032695982662,39.77047847589484,0,0,0,0,0.0,0.0,0.0,-0.0,-0.007445380202612206,2.68398111436239,5.21951219512195,训练集
2022-01-21,81.32,82.83,79.78,81.1,11239432.0,223.94,8.86,0.5,83.36800000000001,83.6885,-2.4400025919259747,-2.774543811685484,0.669082439519018,39.385857013823134,0,0,0,0,0.0,0.0,0.0,-0.0,-0.0027053615346778193,2.68398111436239,5.205391527599485,训练集
2022-01-24,79.7,81.9,79.11,81.42,10837686.0,223.94,8.86,0.5,82.39,83.4355,-2.383409831349283,-2.696317015618244,0.6258143685379212,40.2903992422368,0,0,0,0,0.0,0.0,0.0,0.0,0.003945745992601779,2.68398111436239,5.225930680359434,训练集
2022-01-25,80.32,81.29,77.73,77.83,17277223.0,223.94,8.86,0.5,80.72,82.941,-2.598291174699739,-2.6767118474345426,0.1568413454696076,34.13586798807168,0,0,0,0,0.0,0.0,0.0,-0.0,-0.04409236059936139,2.68398111436239,4.995507060333759,训练集
2022-01-26,79.35,81.42,78.48,80.8,17444584.0,223.94,8.86,0.5,80.494,82.62499999999999,-2.5001122707754604,-2.641391932102726,0.2825593226545315,42.02582555744576,0,0,0,0,0.0,0.0,0.0,0.0,0.03816009250931507,2.68398111436239,5.186136071887032,训练集
2022-01-27,80.0,80.74,78.05,78.14,13264963.0,223.94,8.86,0.5,79.85799999999999,82.20599999999999,-2.6068939013672576,-2.6344923259556325,0.0551968491767498,37.67304934134942,0,0,0,0,0.0,0.0,0.0,-0.0,-0.03292079207920784,2.68398111436239,5.015404364569959,训练集
2022-01-28,77.72,78.38,71.17,73.45,32437311.0,202.29,8.01,0.5,78.328,81.5365,-3.0349775845788542,-2.714589377680277,-0.6407764137971546,31.481713789268767,0,0,0,0,0.0,0.0,0.0,-0.0,-0.06002047606859484,2.68398111436239,4.714377406931962,训练集
2022-01-31,77.72,78.38,71.17,73.45,0.0,202.29,8.01,0.5,76.73400000000001,80.867,-3.335784144535765,-2.8388283310513747,-0.9939116269687808,31.481713789268767,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.68398111436239,4.714377406931962,训练集
2022-02-01,77.72,78.38,71.17,73.45,0.0,202.29,8.01,0.5,75.858,80.151,-3.5334441656468982,-2.97775149797048,-1.1113853353528371,31.481713789268767,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.68398111436239,4.714377406931962,训练集
2022-02-02,77.72,78.38,71.17,73.45,0.0,202.29,8.01,0.5,74.388,79.7225,-3.648038835569892,-3.1118089654903622,-1.0724597401590596,31.48171378926878,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.68398111436239,4.714377406931962,训练集
2022-02-03,77.72,78.38,71.17,73.45,0.0,202.29,8.01,0.5,73.45,79.346,-3.696247892226708,-3.2286967508376314,-0.9351022827781534,31.481713789268767,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.68398111436239,4.714377406931962,训练集
2022-02-04,77.72,78.38,71.17,73.45,0.0,202.29,8.01,0.5,73.45,79.0265,-3.6918960375592462,-3.321336608181954,-0.7411188587545832,31.481713789268767,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.68398111436239,4.714377406931962,训练集
2022-02-07,77.99,80.74,77.09,79.16,25112453.0,202.29,8.01,0.5,74.59200000000001,78.99600000000001,-3.1909149999986117,-3.2952522865452862,0.2086745730933499,47.78056805693298,0,0,0,0,0.0,0.0,0.0,0.0,0.07773995915588827,2.68398111436239,5.080872913992295,训练集
2022-02-08,78.7,78.7,74.7,76.75,19903953.0,202.29,8.01,0.5,75.252,78.9615,-2.954295497636295,-3.227060928763488,0.5455308622543864,43.11848800953179,0,0,0,0,0.0,0.0,0.0,-0.0,-0.03044466902475995,2.68398111436239,4.926187419768931,训练集
2022-02-09,77.42,79.8,76.12,79.41,19992864.0,202.29,8.01,0.5,76.44399999999999,78.7865,-2.5230489302853414,-3.086258529067859,1.1264191975650348,49.02992381135673,0,0,0,0,0.0,0.0,0.0,0.0,0.03465798045602608,2.68398111436239,5.096919127086005,训练集
2022-02-10,79.92,80.32,77.11,77.77,14628460.0,202.29,8.01,0.5,77.30799999999999,78.5405,-2.2872512045228035,-2.926457064158848,1.2784117192720892,45.865089450494274,0,0,0,0,0.0,0.0,0.0,-0.0,-0.020652310792091733,2.68398111436239,4.991655969191267,训练集
2022-02-11,76.45,77.77,74.01,74.55,19943926.0,202.29,8.01,0.5,77.52799999999999,78.1685,-2.333309952663015,-2.807827641859681,0.949035378393333,40.356951298317234,0,0,0,0,0.0,0.0,0.0,-0.0,-0.04140414041404139,2.68398111436239,4.784980744544284,训练集
2022-02-14,74.56,76.11,72.87,75.13,13319949.0,202.29,8.01,0.5,76.72200000000001,77.6095,-2.296537633369283,-2.7055696401616016,0.8180640135846371,41.71475812519564,0,0,0,0,0.0,0.0,0.0,0.0,0.007780013413816178,2.68398111436239,4.822207958921691,训练集
2022-02-15,75.2,77.72,75.2,77.18,15852428.0,202.29,8.01,0.5,76.808,77.15950000000001,-2.0780232791263984,-2.580060367954561,1.0040741776563262,46.36265000744116,0,0,0,0,0.0,0.0,0.0,0.0,0.027286037534939522,2.68398111436239,4.953786906290112,训练集
2022-02-16,78.38,79.35,77.86,77.92,12872491.0,202.29,8.01,0.5,76.51,76.95899999999999,-1.8241100582338132,-2.428870306010412,1.209520495553197,47.97540596915732,0,0,0,0,0.0,0.0,0.0,0.0,0.009587976159626699,2.68398111436239,5.0012836970474925,训练集
2022-02-17,78.46,80.56,77.41,79.48,19106386.0,202.29,8.01,0.5,76.852,76.86699999999999,-1.4799431751044807,-2.239084879829226,1.5182834094494906,51.29977962084672,0,0,0,0,0.0,0.0,0.0,0.0,0.020020533880903413,2.68398111436239,5.101412066752242,训练集
2022-02-18,78.05,79.48,77.73,78.69,9910466.0,202.29,8.01,0.5,77.67999999999999,76.7465,-1.2564512504293075,-2.0425581539492423,1.5722138070398692,49.57224447844652,1,0,1,0,0.0,0.0,0.0,-0.0,-0.009939607448414822,2.68398111436239,5.050706033376118,训练集
2022-02-21,78.05,79.61,77.61,78.34,10953804.0,215.75,8.54,0.5,78.322,76.5925,-1.0949524347957151,-1.853037010118537,1.5161691506456436,48.7883578996178,0,0,0,0,1.0,1.0,0.03917,-0.0004977760833651037,-0.004447833269792811,2.6826450927554566,5.028241335044924,训练集
2022-02-22,77.41,77.41,75.88,76.9,12545211.0,215.75,8.54,0.5,78.266,76.546,-1.070815728133553,-1.6965927537215402,1.2515540511759742,45.59387696836017,0,0,0,0,1.0,0.0,0.0,-0.018381414347715008,-0.018381414347715008,2.633334281757654,4.9358151476251555,训练集
2022-02-23,78.35,81.78,77.41,81.62,29114890.0,215.75,8.54,0.5,79.006,76.58700000000002,-0.6631779582058357,-1.4899097946183997,1.6534636728251275,55.80782541607146,0,0,0,0,1.0,0.0,0.0,0.06137841352405715,0.06137841352405715,2.7949641622504515,5.238767650834397,训练集
2022-02-24,80.36,81.55,78.24,79.3,23821988.0,215.75,8.54,0.5,78.97,76.64500000000001,-0.5213172785393141,-1.2961912914025824,1.5497480257265366,50.763235717322,0,0,0,0,1.0,0.0,0.0,-0.0284244057828964,-0.0284244057828964,2.7155189667539914,5.089858793324769,训练集
2022-02-25,80.94,81.74,80.27,80.27,14601353.0,215.75,8.54,0.5,79.28599999999999,76.986,-0.3268530163670817,-1.1023236363954825,1.550941240056801,52.68882182670103,0,0,0,0,1.0,0.0,0.0,0.012232030264817118,0.012232030264817118,2.7487352769400113,5.152118100128363,训练集
2022-02-28,79.96,81.03,79.67,80.84,11829090.0,215.75,8.54,0.5,79.786,77.35549999999999,-0.1253000700342283,-0.9069189231232316,1.5632377061780065,53.83145655136669,0,0,0,0,1.0,0.0,0.0,0.007101034010215557,0.007101034010215557,2.7682541396266416,5.188703465982022,训练集
2022-03-01,82.59,83.11,80.73,81.55,17651958.0,224.57,8.89,0.5,80.716,77.76050000000001,0.0906778801699346,-0.7073995624645983,1.596154885269066,55.28026526742413,0,0,0,0,1.0,0.0,0.0,0.008782780801583234,0.008782780801583234,2.7925671089380577,5.234274711168157,训练集
2022-03-02,80.64,80.76,79.01,80.52,12124247.0,224.57,8.89,0.5,80.49600000000001,78.114,0.1766927655986307,-0.5305810968519525,1.4145477249011666,52.696742995825765,0,0,0,0,1.0,0.0,0.0,-0.012630288166768922,-0.012630288166768922,2.757296181627129,5.168164313222072,训练集
2022-03-03,80.81,81.25,79.03,79.42,9963340.0,224.57,8.89,0.5,80.52000000000001,78.4125,0.1543204648308176,-0.3936007845153985,1.0958424986924322,50.00874940245843,0,0,0,0,1.0,0.0,0.0,-0.013661202185792254,-0.013661202185792254,2.719628201003808,5.097560975609749,训练集
2022-03-04,76.86,78.33,74.49,75.72,29170634.0,224.57,8.89,0.5,79.61,78.526,-0.1601230239739521,-0.3469052324071092,0.3735644168663141,42.20956704054168,0,0,0,0,1.0,0.0,0.0,-0.04658776126920172,-0.04658776126920172,2.592926811634454,4.860077021822843,训练集
2022-03-07,73.48,73.74,71.26,72.42,23612920.0,224.57,8.89,0.5,77.926,78.18900000000001,-0.6679049821660215,-0.4111051823588917,-0.5135995996142595,36.71048606125137,0,1,0,1,1.0,0.0,0.0,-0.04358161648177494,-0.04358161648177494,2.47992286976449,4.648267008985872,训练集
2022-03-08,71.6,73.03,68.01,70.02,29149934.0,224.57,8.89,0.5,75.61999999999999,77.8525,-1.2495813883601985,-0.5788004235591531,-1.3415619296020904,33.31145732873814,0,0,0,0,0.0,1.0,0.03501,-0.03362344656172331,-0.03314001657000831,2.396539315675768,4.494223363286258,训练集
2022-03-09,70.28,72.42,68.01,72.42,25113522.0,199.43,7.89,0.5,74.0,77.503,-1.4996175312375757,-0.7629638450948376,-1.4733073722854757,39.35819976208569,0,0,0,0,0.0,0.0,0.0,0.0,0.03427592116538136,2.396539315675768,4.648267008985873,训练集
2022-03-10,75.43,75.6,74.17,74.2,24834283.0,199.43,7.89,0.5,72.95599999999999,77.3245,-1.5364308337057366,-0.9176572428170175,-1.2375471817774382,43.45335640637223,0,0,0,0,0.0,0.0,0.0,0.0,0.02457884562275625,2.396539315675768,4.762516046213088,训练集
2022-03-11,71.9,75.07,71.26,74.44,18611604.0,199.43,7.89,0.5,72.7,77.319,-1.528618682263911,-1.0398495307063964,-0.9775383031150292,44.002446250638194,0,0,0,0,0.0,0.0,0.0,0.0,0.0032345013477088624,2.396539315675768,4.777920410783049,训练集
2022-03-14,72.87,72.87,70.93,70.93,15084061.0,199.43,7.89,0.5,72.402,77.10900000000001,-1.785077894869147,-1.1888952035389466,-1.1923653826604008,38.16547202540298,0,0,0,0,0.0,0.0,0.0,-0.0,-0.0471520687802256,2.396539315675768,4.552631578947363,训练集
2022-03-15,68.38,71.9,67.83,68.92,19820362.0,199.43,7.89,0.5,72.182,76.696,-2.1260065897038203,-1.3763174807719214,-1.4993782178637978,35.279408575588505,0,0,0,0,0.0,0.0,0.0,-0.0,-0.02833779782884538,2.396539315675768,4.4236200256739355,训练集
2022-03-16,71.58,74.49,69.37,74.31,33376627.0,199.43,7.89,0.5,72.56,76.5155,-1.9389164607030125,-1.4888372767581397,-0.9001583678897456,46.879793111433344,0,0,0,0,0.0,0.0,0.0,0.0,0.07820661636680204,2.396539315675768,4.76957637997432,训练集
2022-03-17,77.85,78.02,76.0,76.08,31584430.0,209.52,8.29,0.5,72.936,76.3455,-1.6290433800248536,-1.5168784974114826,-0.2243297652267419,50.0462061846296,0,0,0,0,0.0,0.0,0.0,0.0,0.023819136051675294,2.396539315675768,4.883183568677786,训练集
2022-03-18,76.08,77.36,75.16,75.95,15054856.0,209.52,8.29,0.5,73.23800000000001,76.2085,-1.3780710988094853,-1.4891170176910833,0.2220918377631959,49.81135597843958,0,0,0,0,0.0,0.0,0.0,-0.0,-0.0017087276550998842,2.396539315675768,4.8748395378690565,训练集
2022-03-21,77.73,80.6,77.14,79.47,27917768.0,209.52,8.29,0.5,74.946,76.26500000000001,-0.884938159409316,-1.36828124603473,0.966686173250828,55.85238627175352,0,0,0,0,0.0,0.0,0.0,0.0,0.04634628044766287,2.396539315675768,5.100770218228491,训练集
2022-03-22,79.35,80.13,78.38,79.28,11507907.0,209.52,8.29,0.5,77.018,76.384,-0.5036523731623532,-1.1953554714602548,1.383406196595803,55.4643120433106,1,0,1,0,0.0,0.0,0.0,-0.0,-0.002390839310431603,2.396539315675768,5.088575096277272,训练集
2022-03-23,80.97,81.29,79.76,80.05,14850096.0,209.52,8.29,0.5,78.166,76.3055,-0.1377600634456541,-0.9838363898573348,1.6921526528233612,56.77508954834808,0,0,0,0,1.0,1.0,0.040025,-0.000504856205852674,0.009712411705347979,2.395329407929679,5.137997432605897,训练集
2022-03-24,78.93,80.97,78.51,80.02,11368127.0,209.52,8.29,0.5,78.954,76.3415,0.1480844534371925,-0.7574522211984294,1.811073349271244,56.70506378198978,0,0,0,0,1.0,0.0,0.0,-0.00037476577139294864,-0.00037476577139294864,2.3944317204563763,5.136071887034651,训练集
2022-03-25,80.03,80.63,75.79,76.21,20802373.0,209.88,8.31,0.5,79.006,76.1385,0.0664175142036782,-0.5926782741180079,1.3181915766433725,48.520206882055525,0,0,0,0,1.0,0.0,0.0,-0.04761309672581859,-0.04761309672581859,2.2804254113469185,4.891527599486513,训练集
2022-03-28,76.08,76.08,74.13,74.62,14310354.0,209.88,8.31,0.5,78.036,75.8275,-0.1251610565827405,-0.4991748306109544,0.7480275480564277,45.56442761468057,0,0,0,0,1.0,0.0,0.0,-0.020863403752788168,-0.020863403752788168,2.2328479752618695,4.7894736842105194,训练集
2022-03-29,75.44,76.6,74.1,74.82,13858731.0,209.88,8.31,0.5,77.14399999999999,75.49100000000001,-0.257877474645241,-0.4509153594178118,0.3860757695451415,46.00996130295855,0,0,0,0,1.0,0.0,0.0,0.002680246582685397,0.002680246582685397,2.2388325584172213,4.802310654685487,训练集
2022-03-30,73.52,76.76,71.97,76.76,25125996.0,209.88,8.31,0.5,76.486,75.30300000000001,-0.2041609648691889,-0.4015644805080872,0.3948070312777967,50.26240843959887,0,0,0,0,1.0,0.0,0.0,0.025928896017107794,0.025928896017107794,2.296883015024137,4.926829268292676,训练集
2022-03-31,75.85,76.11,73.48,74.43,16173143.0,209.88,8.31,0.5,75.368,75.0535,-0.3456177054734866,-0.3903751255011671,0.0895148400553611,45.615378776757694,0,0,0,0,1.0,0.0,0.0,-0.030354351224596066,-0.030354351224596066,2.227162621264285,4.7772785622593,训练集
2022-04-01,73.45,77.59,73.39,76.42,18294805.0,209.88,8.31,0.5,75.41,75.0885,-0.2937605340896994,-0.3710522072188736,0.1545833462583485,49.87768917728994,0,0,0,0,1.0,0.0,0.0,0.026736530968695327,0.026736530968695327,2.2867092236600386,4.905006418485231,训练集
2022-04-04,73.45,77.59,73.39,76.42,0.0,209.88,8.31,0.5,75.77000000000001,75.2885,-0.2497839977167473,-0.3467985653184484,0.1940291352034022,49.87768917728994,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2.2867092236600386,4.905006418485231,训练集
2022-04-05,73.45,77.59,73.39,76.42,0.0,209.88,8.31,0.5,76.09,75.60849999999999,-0.2124829051428776,-0.3199354332833343,0.2149050562809134,49.87768917728994,0,0,0,0,1.0,0.0,0.0,0.0,0.0,2.2867092236600386,4.905006418485231,训练集
2022-04-06,79.35,79.67,77.6,78.35,20529330.0,209.88,8.31,0.5,76.408,75.905,-0.0268768308454809,-0.2613237127957636,0.4688937639005652,54.2234910015843,0,0,0,0,1.0,0.0,0.0,0.025255168803977934,0.025255168803977934,2.344460451109186,5.02888318356867,训练集
2022-04-07,77.73,79.45,77.41,77.73,12269953.0,209.88,8.31,0.5,77.06800000000001,76.0815,0.0693886328444506,-0.1951812436677207,0.5291397530243428,52.644389699218806,0,0,0,0,1.0,0.0,0.0,-0.007913209955328515,-0.007913209955328515,2.325908243327595,4.98908857509627,训练集
2022-04-08,77.73,79.84,77.44,79.02,17171897.0,209.88,8.31,0.5,77.588,76.3105,0.2469255216858954,-0.1067598905969975,0.7073708245657859,55.54522854782244,0,0,0,0,1.0,0.0,0.0,0.016595908915476576,0.016595908915476576,2.364508804679616,5.071887034659812,训练集
2022-04-11,77.73,78.21,74.33,75.46,19307007.0,209.88,8.31,0.5,77.39599999999999,76.537,0.0992188047191149,-0.065564151533775,0.32956591250578,46.99048385679517,0,0,0,0,1.0,0.0,0.0,-0.04505188559858264,-0.04505188559858264,2.2579832245143487,4.843388960205384,训练集
2022-04-12,75.14,77.26,74.88,77.13,12888867.0,209.88,8.31,0.5,77.538,76.9475,0.1155828435090171,-0.0293347525252166,0.2898351920684675,50.81718734982349,0,0,0,0,1.0,0.0,0.0,0.02213093029419566,0.02213093029419566,2.307954493861539,4.950577663671366,训练集
2022-04-13,76.12,78.36,75.47,76.76,10967251.0,209.88,8.31,0.5,77.22,77.07,0.0975708187032751,-0.0039536382795182,0.2030489139655867,49.956719163612526,0,0,0,0,1.0,0.0,0.0,-0.00479709581226484,-0.00479709581226484,2.2968830150241377,4.926829268292676,训练集
2022-04-14,78.38,79.35,78.01,78.15,13163750.0,209.88,8.31,0.5,77.304,77.1735,0.1932301061779497,0.0354831106119753,0.3154939911319488,53.16513897591923,0,0,0,0,1.0,0.0,0.0,0.01810838978634699,0.01810838978634699,2.338475867953835,5.016046213093702,训练集
2022-04-15,77.24,77.73,75.38,76.5,12923931.0,209.88,8.31,0.5,76.8,77.201,0.1343508572629161,0.0552566599421635,0.1581883946415053,49.13782772052218,0,1,0,1,1.0,0.0,0.0,-0.021113243761996192,-0.021113243761996192,2.2891030569221797,4.910141206675217,训练集
2022-04-18,76.04,78.05,74.49,77.44,11059238.0,228.58,7.32,0.5,77.196,77.0995,0.1616750826740514,0.076540344488541,0.1702694763710206,51.39665485400078,1,0,1,0,0.0,1.0,0.03872,0.011781437908496733,0.012287581699346406,2.3160719824534586,4.970474967907566,训练集
